,wave,gender,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,guess_prob_liked,met,decision,decision_o,match
1389,4.0,1,29.0,26.0,3.0,0,4.0,1.0,10.0,20.0,15.0,20.0,20.0,15.0,7.0,7.0,7.0,7.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,5.0,7.0,8.0,6.0,7.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,-0.27,5.0,6.0,6.0,0.0,0,1,0
1391,4.0,1,29.0,28.0,1.0,1,4.0,1.0,10.0,10.0,20.0,20.0,20.0,20.0,8.0,8.0,9.0,8.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,-0.04,5.0,6.0,7.0,0.0,0,0,0
1392,4.0,1,29.0,25.0,4.0,0,4.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,10.0,7.0,8.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,0.1,5.0,5.0,6.0,0.0,0,0,0
1394,4.0,1,29.0,32.0,3.0,0,4.0,1.0,30.0,30.0,30.0,5.0,0.0,5.0,4.0,6.0,7.0,4.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,0.14,5.0,7.0,5.0,0.0,1,0,0
1395,4.0,1,29.0,30.0,1.0,1,4.0,1.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,8.0,7.0,7.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,0.01,5.0,5.0,7.0,0.0,0,1,0
1396,4.0,1,29.0,22.0,7.0,1,4.0,1.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,7.0,7.0,7.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,-0.07,5.0,7.0,7.0,0.0,1,1,1
1397,4.0,1,29.0,23.0,6.0,1,4.0,1.0,15.0,15.0,20.0,15.0,15.0,20.0,3.0,4.0,6.0,6.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,0.55,5.0,7.0,4.0,0.0,1,0,0
1399,4.0,1,29.0,27.0,2.0,1,4.0,1.0,25.0,15.0,20.0,20.0,20.0,0.0,7.0,9.0,9.0,8.0,9.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,-0.29,5.0,7.0,5.0,0.0,1,0,0
1400,4.0,1,29.0,23.0,6.0,0,4.0,1.0,15.0,21.0,18.0,18.0,10.0,18.0,7.0,6.0,8.0,7.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,3.0,7.0,8.0,4.0,9.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,0.38,5.0,4.0,5.0,0.0,0,1,0
1401,4.0,1,29.0,25.0,4.0,0,4.0,1.0,15.0,3.0,50.0,20.0,2.0,10.0,6.0,7.0,8.0,6.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,-0.2,5.0,8.0,5.0,0.0,1,1,1
1402,4.0,1,29.0,29.0,0.0,1,4.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,8.0,9.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,0.17,5.0,6.0,5.0,0.0,1,1,1
1422,4.0,1,28.0,34.0,6.0,1,1.0,1.0,10.0,10.0,30.0,20.0,10.0,20.0,6.0,8.0,8.0,6.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,4.0,7.0,8.0,5.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.71,8.0,6.0,9.0,0.0,0,1,0
1423,4.0,1,28.0,22.0,6.0,1,1.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,10.0,7.0,8.0,7.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.55,8.0,8.0,9.0,0.0,1,1,1
1425,4.0,1,28.0,26.0,2.0,0,1.0,1.0,10.0,20.0,15.0,20.0,20.0,15.0,7.0,7.0,7.0,7.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,8.0,8.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.9,8.0,8.0,9.0,0.0,1,0,0
1426,4.0,1,28.0,27.0,1.0,0,1.0,1.0,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,8.0,8.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,4.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.14,8.0,6.0,6.0,0.0,0,1,0
1427,4.0,1,28.0,28.0,0.0,1,1.0,1.0,10.0,10.0,20.0,20.0,20.0,20.0,8.0,8.0,8.0,7.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.61,8.0,9.0,9.0,0.0,1,1,1
1428,4.0,1,28.0,25.0,3.0,0,1.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,4.0,8.0,7.0,4.0,3.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.66,8.0,8.0,8.0,0.0,1,1,1
1429,4.0,1,28.0,35.0,7.0,0,1.0,1.0,10.0,32.0,20.0,12.0,11.0,15.0,8.0,7.0,8.0,8.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,8.0,8.0,9.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.79,8.0,9.0,9.0,0.0,1,1,1
1430,4.0,1,28.0,32.0,4.0,0,1.0,1.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,5.0,6.0,7.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,4.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.67,8.0,7.0,7.0,0.0,0,1,0
1431,4.0,1,28.0,30.0,2.0,1,1.0,1.0,20.0,25.0,15.0,15.0,15.0,10.0,8.0,7.0,7.0,6.0,6.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,7.0,9.0,5.0,4.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.5,8.0,6.0,6.0,0.0,0,1,0
1432,4.0,1,28.0,22.0,6.0,1,1.0,1.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,6.0,6.0,5.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,7.0,4.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.8,8.0,6.0,8.0,0.0,0,1,0
1433,4.0,1,28.0,23.0,5.0,1,1.0,1.0,15.0,15.0,20.0,15.0,15.0,20.0,8.0,8.0,7.0,7.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.24,8.0,8.0,9.0,0.0,1,1,1
1434,4.0,1,28.0,23.0,5.0,1,1.0,1.0,15.0,15.0,20.0,15.0,20.0,15.0,8.0,10.0,10.0,8.0,10.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.08,8.0,6.0,9.0,0.0,0,1,0
1435,4.0,1,28.0,27.0,1.0,1,1.0,1.0,25.0,15.0,20.0,20.0,20.0,0.0,9.0,9.0,9.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.64,8.0,9.0,9.0,1.0,1,1,1
1437,4.0,1,28.0,25.0,3.0,0,1.0,1.0,15.0,3.0,50.0,20.0,2.0,10.0,8.0,7.0,8.0,8.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.6,8.0,9.0,9.0,1.0,1,1,1
1438,4.0,1,28.0,29.0,1.0,1,1.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,9.0,10.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,8.0,5.0,7.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.59,8.0,8.0,9.0,0.0,1,1,1
1443,4.0,1,30.0,26.0,4.0,0,8.0,9.0,10.0,20.0,15.0,20.0,20.0,15.0,4.0,6.0,6.0,6.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,4.0,8.0,8.0,8.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.56,5.0,6.0,4.0,0.0,0,0,0
1444,4.0,1,30.0,27.0,3.0,0,8.0,9.0,10.0,20.0,20.0,10.0,20.0,20.0,6.0,8.0,8.0,7.0,8.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,6.0,9.0,8.0,7.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.54,5.0,6.0,2.0,0.0,0,0,0
1445,4.0,1,30.0,28.0,2.0,0,8.0,9.0,10.0,10.0,20.0,20.0,20.0,20.0,3.0,8.0,8.0,6.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,8.0,9.0,9.0,9.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.65,5.0,8.0,3.0,0.0,1,0,0
1446,4.0,1,30.0,25.0,5.0,1,8.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,10.0,10.0,9.0,10.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,6.0,9.0,9.0,8.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.43,5.0,7.0,5.0,0.0,0,1,0
1447,4.0,1,30.0,35.0,5.0,0,8.0,9.0,10.0,32.0,20.0,12.0,11.0,15.0,4.0,8.0,7.0,4.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,5.0,9.0,8.0,8.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.58,5.0,6.0,8.0,0.0,0,0,0
1448,4.0,1,30.0,32.0,2.0,0,8.0,9.0,30.0,30.0,30.0,5.0,0.0,5.0,2.0,5.0,7.0,4.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,5.0,8.0,9.0,8.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.62,5.0,6.0,6.0,0.0,0,0,0
1449,4.0,1,30.0,30.0,0.0,0,8.0,9.0,20.0,25.0,15.0,15.0,15.0,10.0,5.0,8.0,8.0,5.0,8.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,7.0,9.0,9.0,9.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.32,5.0,8.0,8.0,0.0,0,0,0
1450,4.0,1,30.0,22.0,8.0,0,8.0,9.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,6.0,6.0,5.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,10.0,9.0,9.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.32,5.0,8.0,3.0,0.0,1,1,1
1451,4.0,1,30.0,23.0,7.0,0,8.0,9.0,15.0,15.0,20.0,15.0,15.0,20.0,3.0,10.0,9.0,5.0,9.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,6.0,8.0,8.0,8.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.38,5.0,6.0,9.0,0.0,1,0,0
1452,4.0,1,30.0,23.0,7.0,0,8.0,9.0,15.0,15.0,20.0,15.0,20.0,15.0,4.0,10.0,10.0,6.0,10.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.54,5.0,8.0,5.0,0.0,0,0,0
1453,4.0,1,30.0,27.0,3.0,0,8.0,9.0,25.0,15.0,20.0,20.0,20.0,0.0,8.0,9.0,10.0,10.0,9.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,8.0,8.0,9.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.13,5.0,8.0,9.0,1.0,0,1,0
1454,4.0,1,30.0,23.0,7.0,0,8.0,9.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,8.0,8.0,6.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,2.0,4.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.31,5.0,4.0,1.0,0.0,0,1,0
1455,4.0,1,30.0,25.0,5.0,1,8.0,9.0,15.0,3.0,50.0,20.0,2.0,10.0,6.0,7.0,8.0,7.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,7.0,9.0,9.0,9.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.43,5.0,9.0,5.0,0.0,1,0,0
1456,4.0,1,30.0,29.0,1.0,0,8.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,8.0,9.0,4.0,9.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,9.0,8.0,8.0,7.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.54,5.0,6.0,3.0,0.0,0,0,0
1457,4.0,1,30.0,29.0,1.0,0,8.0,9.0,14.0,20.0,18.0,24.0,18.0,6.0,7.0,7.0,7.0,7.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,9.0,10.0,10.0,8.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,0.17,5.0,8.0,6.0,0.0,1,1,1
1464,4.0,1,22.0,25.0,3.0,0,3.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,10.0,10.0,8.0,8.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,4.0,0.19,7.0,9.0,6.0,0.0,1,0,0
1471,4.0,1,22.0,27.0,5.0,0,3.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,5.0,9.0,8.0,6.0,6.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,6.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,4.0,0.31,7.0,6.0,2.0,0.0,0,0,0
1472,4.0,1,22.0,23.0,1.0,1,3.0,2.0,15.0,21.0,18.0,18.0,10.0,18.0,4.0,8.0,8.0,4.0,5.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,6.0,9.0,9.0,6.0,8.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,4.0,0.08,7.0,6.0,5.0,0.0,1,0,0
1477,4.0,1,32.0,22.0,10.0,1,2.0,6.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,7.0,6.0,7.0,4.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,4.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.0,6.0,5.0,6.0,0.0,0,1,0
1479,4.0,1,32.0,26.0,6.0,0,2.0,6.0,10.0,20.0,15.0,20.0,20.0,15.0,2.0,2.0,2.0,2.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,4.0,4.0,4.0,4.0,6.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.15,6.0,4.0,4.0,0.0,0,0,0
1480,4.0,1,32.0,27.0,5.0,0,2.0,6.0,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,8.0,8.0,8.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,10.0,9.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.06,6.0,10.0,5.0,1.0,1,1,1
1481,4.0,1,32.0,28.0,4.0,1,2.0,6.0,10.0,10.0,20.0,20.0,20.0,20.0,2.0,8.0,10.0,1.0,7.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,10.0,9.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.11,6.0,9.0,5.0,0.0,1,0,0
1482,4.0,1,32.0,25.0,7.0,0,2.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,10.0,9.0,6.0,8.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,6.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.01,6.0,7.0,7.0,0.0,1,0,0
1483,4.0,1,32.0,35.0,3.0,0,2.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,7.0,8.0,6.0,7.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,10.0,9.0,8.0,8.0,5.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.18,6.0,9.0,8.0,0.0,1,0,0
1484,4.0,1,32.0,32.0,0.0,0,2.0,6.0,30.0,30.0,30.0,5.0,0.0,5.0,4.0,5.0,6.0,3.0,7.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,9.0,8.0,7.0,5.0,5.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.1,6.0,7.0,8.0,0.0,1,0,0
1485,4.0,1,32.0,30.0,2.0,1,2.0,6.0,20.0,25.0,15.0,15.0,15.0,10.0,5.0,8.0,8.0,6.0,5.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,5.0,6.0,7.0,2.0,7.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.08,6.0,4.0,6.0,0.0,0,0,0
1486,4.0,1,32.0,22.0,10.0,1,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,5.0,8.0,6.0,5.0,5.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,6.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.28,6.0,7.0,7.0,0.0,1,0,0
1487,4.0,1,32.0,23.0,9.0,1,2.0,6.0,15.0,15.0,20.0,15.0,15.0,20.0,2.0,3.0,4.0,5.0,4.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,8.0,6.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.42,6.0,7.0,4.0,0.0,1,0,0
1488,4.0,1,32.0,23.0,9.0,1,2.0,6.0,15.0,15.0,20.0,15.0,20.0,15.0,2.0,10.0,10.0,1.0,10.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,5.0,5.0,6.0,6.0,7.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.26,6.0,5.0,6.0,0.0,0,0,0
1489,4.0,1,32.0,27.0,5.0,1,2.0,6.0,25.0,15.0,20.0,20.0,20.0,0.0,6.0,10.0,9.0,6.0,7.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,3.0,7.0,7.0,1.0,3.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.35,6.0,3.0,5.0,0.0,0,0,0
1490,4.0,1,32.0,23.0,9.0,0,2.0,6.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,7.0,6.0,5.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,3.0,7.0,7.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.22,6.0,4.0,5.0,0.0,0,0,0
1491,4.0,1,32.0,25.0,7.0,0,2.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,4.0,6.0,7.0,6.0,5.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.21,6.0,8.0,7.0,0.0,1,0,0
